,Europeana ID,Title,Year,Duration,Composer,DateOfBirth,DateOfDeath,Biography,Publisher,Place
104,496/MIL0881653,Il Barbiere di Siviglia,2011,30073,Gioachino Rossini,,,,Sony Music Entertainment,
105,496/LO11367513,...e cantavo le canzoni / Rino Gaetan,2010,30073,Rino Gaetano,1950-10-29,1981-06-02,"Salvatore Antonio ""Rino"" Gaetano (Crotone,-October 29, 1950 - Rome-June 2, 1981), was an Italian musician and singer-songwriter. He is famous for his satirical songs and oblique yet incisive political commentary. He is remembered for his rough voice, the biting irony of his songs and social protest hidden behind seemingly light lyrics. While he avoided taking any sides politically and refused to be labelled, his songs are full of astute political commentary. A much-loved national hero, he died in mysterious circumstances in a tragic and untimely car accident at the age of thirty. His songs, however, are still widely sung and played, and he is still a hugely popular and influential figure.",,
106,446/MIL0871402,Eugenio Finardi,2012,30073,Eugenio Finardi,1952-07-16,,"Eugenio Finardi (born July 16, 1952) is an Italian Rock singer, songwriter, guitarist and keyboardist.",Warner Music ,
107,2059210/data_sounds_http___archive_org_download_hbr2007_01_19_sbd_flac16_hbr2007_01_19d1t06ButchPeggy_mp3,Butch & Peggy,2007,300016,Hot Buttered Rum,,,"Hot Buttered Rum (also known as Hot Buttered Rum String Band and HBRSB) is an American five-piece progressive bluegrass act based in the San Francisco Bay Area.The group performs frequently at music festivals, including the Telluride Bluegrass Festival, Newport Folk Festival, South by Southwest, High Sierra Music Festival, Bonnaroo Music Festival, Grey Fox Bluegrass Festival, and Hardly Strictly Bluegrass Festival. They have also headlined The Fillmore in their home city of San Francisco and have performed with a wide array of artists, including Phil Lesh, Ben Harper, Chris Thile, Bela Fleck, Peter Rowan, and Bill Nershi.Their song ""Right Between Your Eyes"" is the theme music for the PBS TV show, ""Cook's Country"".",,
108,496/MIL0873690,Far finta di essere sani,2011,30073,Giorgio Gaber,1939-01-25,2003-01-01,"Giorgio Gaber, byname of Giorgio Gaberscik (25 January 1939 - 1 January 2003), was an Italian singer-songwriter, actor and playwright. He was also an accomplished guitar player and author of one of the first rock songs in Italian (""Ciao ti dirò"", 1958). Together with Sandro Luporini, he pioneered the musical genre known as teatro canzone (""song theatre"").The new underground auditorium of the Pirelli Tower in Milan is dedicated to him.",Carosello,
109,2059210/data_sounds_http___archive_org_download_wz1995_07_29_aud_DSM_6p_arf_flac16_d01t04_mp3,Rottweiler Blues,2011,218201,Warren Zevon,1947-01-24,2003-09-07,"Warren William Zevon (/ˈziːvɒn/; January 24, 1947 – September 7, 2003) was an American rock singer-songwriter and musician. He was known for the dark and somewhat outlandish sense of humor in his lyrics.Zevon's work has often been praised by well-known musicians, including Jackson Browne, Bruce Springsteen, Bob Dylan, and Neil Young. His best-known compositions include ""Werewolves of London"", ""Lawyers, Guns and Money"", ""Roland the Headless Thompson Gunner"" and ""Johnny Strikes Up the Band"", all of which are featured on his third album, Excitable Boy (1978). Other well-known songs written by Zevon have been recorded by other artists, including ""Poor Poor Pitiful Me"" (a huge hit for Linda Ronstadt), ""Accidentally Like a Martyr"", ""Mohammed's Radio"", ""Carmelita"", and ""Hasten Down the Wind"".Along with his own compositions, Zevon recorded or performed occasional covers, including Allen Toussaint's ""A Certain Girl"", Bob Dylan's ""Knockin' on Heaven's Door"" and Leonard Cohen's ""First We Take Manhattan"". He was a frequent guest on Late Night with David Letterman and the Late Show with David Letterman. Letterman later performed guest vocals on ""Hit Somebody! (The Hockey Song)"" with Paul Shaffer and members of the CBS Orchestra on Warren Zevon's My Ride's Here album.",,
110,2059210/data_sounds_http___archive_org_download_caitlinrose2013_04_08_zoomh2_flac16_cr2013_04_08t14_mp3,Sinful Wishing Well,2013,259683,Caitlin Rose,1987-06-23,,"Caitlin Rose (born June 23, 1987) is a country singer from Nashville, Tennessee.",,
111,9200369/webclient_DeliveryManager_pid_7882453_custom_att_2_simple_viewer,Der Rosenkavalier,2009,250227,Richard Strauss,1864-06-11,1949-09-08,"Richard Georg Strauss (11 June 1864 – 8 September 1949) was a leading German composer of the late Romantic and early modern eras. He is known for his operas, which include Der Rosenkavalier and Salome; his lieder, especially his Four Last Songs; and his tone poems Death and Transfiguration, Till Eulenspiegel's Merry Pranks, Also sprach Zarathustra, An Alpine Symphony, and other orchestral works, such as Metamorphosen. Strauss was also a prominent conductor throughout Germany and Austria.Strauss, along with Gustav Mahler, represents the late flowering of German Romanticism after Richard Wagner and Franz Liszt, in which pioneering subtleties of orchestration are combined with an advanced harmonic style.",Emi Classics,City of London
112,446/LO11465559,Il ribelle rock ,2010,30073,Adriano Celentano,1931-01-06,,"Adriano Celentano (born 6 January 1938) is an Italian singer, songwriter, comedian, actor, film director and TV host. He is the best-selling male Italian singer.",Sony Music Entertainment,
113,2059210/data_sounds_http___archive_org_download_gdegraw2004_05_30_shnf_gdegraw2004_05_30t09_mp3,Cop Stop,2004,217443,Gavin DeGraw,1977-02-04,,"Gavin Shane DeGraw (born February 4, 1977) is an American musician and singer-songwriter. He is known for his songs ""Chariot"", ""Follow Through"", ""I Don't Want to Be"" (which is the theme song for the television drama series One Tree Hill), ""In Love with a Girl"", ""Not Over You"", ""Soldier"", ""Sweeter"", and ""Best I Ever Had"". DeGraw has sold more than a million records in the US.",,
114,496/MIL0867970,O' cielo ce manna sti' cose / Fred Bongust,2004,30073,Fred Bongusto,1935-04-06,,"Alfredo Bongusto (born 6 April 1935 in Campobasso), known by his stage name Fred Bongusto, is an Italian light music singer and songwriter who was very popular in the 1960s and 1970s.",Lucky planets,
115,2059218/data_sounds_IT_DDS0000091969000000,Giro d''''Italia,2003,30073,Luciano Ligabue,1960-03-13,,"Luciano Ligabue (born 13 March 1960), commonly known as Ligabue, is an Italian singer-songwriter, film director and writer.",Warner Music ,
116,2059210/data_sounds_http___archive_org_download_skellogg2005_02_19_sr71_sk62005_02_19d1t12_mp3,Maria,2005,244741,Stephen Kellogg,1976-11-28,,"Stephen Kellogg (born November 28, 1976) is an American singer-songwriter. For more on his musical career see Stephen Kellogg and the Sixers.",,
117,496/MIL0865585,Ligabue,1990,30073,Luciano Ligabue,1960-03-13,,"Luciano Ligabue (born 13 March 1960), commonly known as Ligabue, is an Italian singer-songwriter, film director and writer.",Warner Music,
118,9200369/webclient_DeliveryManager_pid_8391328_custom_att_2_simple_viewer,"CD 4: Sonata in A minor, D845 ; Sonata in B major, D575",2004,30049,Franz Schubert,,,,Decca Classics,City of London
119,9200369/webclient_DeliveryManager_pid_7378449_custom_att_2_simple_viewer,Die Fledermaus,1999,175778,Johann Strauss,,,,Deutsche Grammophon,Berlin
120,2059210/data_sounds_http___archive_org_download_oprh2007_08_23_flac16_oprh2007_08_23t04_mp3,LEDs,2007,258168,optimus rhyme,,,"Optimus Rhyme was a hip hop group from Seattle, Washington. Optimus Rhyme is most widely considered a nerdcore hip hop group because of the nerdy nature of their lyrics. The name of the band as well as the stage names of the members and a majority of their lyrics refer to the Transformers franchise. Their music is a combination of rapped hip hop lyrics with funk-rock music. Optimus Rhyme formed in Seattle in 2001.",,
121,446/LO11483926,Le onde,2010,30073,Ludovico Einaudi,1955-11-23,,"Ludovico Einaudi OMRI  (born 23 November 1955) is an Italian pianist and composer. After training at the Conservatorio Verdi in Milan and under composer Luciano Berio in the early 1980s, Einaudi started his career as a classical composer and soon began incorporating other styles and genres, including pop, rock, world music, and folk music.Einaudi composed the scores for a number of films and trailers, including The Intouchables, I'm Still Here, Doctor Zhivago, and Acquario in 1996, for which he won the Grolla d'oro for best soundtrack. He has also released a number of solo albums of piano and orchestra, notably I Giorni in 2001, Nightbook in 2009, and In a Time Lapse in 2013.",Sony Music Entertainment,
122,496/MIL0868345,Ti penso ,1992,30073,Massimo Ranieri,1951-05-03,,"Massimo Ranieri (born in Naples, Italy Giovanni Calone, 3 May 1951), is an Italian pop singer, film and stage actor.He was born in Naples (at Santa Lucia), the fifth of eight children in the family. When he was 10, young Giovanni would sing at restaurants, wedding receptions, etc. He was discovered by a music producer about four years later and was flown to New York to record an EP under the name of Gianni Rock.He recorded four songs in 1964: Tanti auguri signora, Se mi aspetti stasera, Non chiudere la porta, and La Prima Volta. None of the records were successful, primarily because young Gianni's voice was changing. Two years later, he would re-emerge under his new stage name, Massimo Ranieri. In 1966, he made his TV debut singing ""Bene Mio"". A year later, he made another TV appearance singing, ""Pietà per chi ti ama"". In 1968, he recorded two more songs: ""Da Bambino"", Ma L'amore cos'è"" and ""Preghiera"". But it wasn't until 1969, when he really became successful and became a teen idol making all the young girls scream for him, when he sang ""O Sole Mio"" on live TV. Soon, in most every TV appearance he made, you could hear the girls screaming in the background. That same year, he had a string of hits: ""Rita"", ""Se bruciasse la citta"", ""Quando l'amore diventa poesia"", ""Il mio amore resta sempre"", ""Rose rosse"" and ""Zingara"". In 1970, ""Vent'anni"", ""Sogno d'amore"", ""Sei l'amore mio"", ""Aranjuez Amore Mio"", and ""Candida"". During that year, he decided to venture into acting.Massimo's screen debut, Metello received rave reviews from critics, and won him the David DiDonatello award for best actor for portraying the title character. He co-starred with Anna Magnani in the television film La Sciantosa, later that year. In 1971, Massimo recorded the songs ""Adagio Veneziano"", ""Via del Conservatorio"", and ""Io e Te"". He represented Italy in the 1971 Eurovision Song Contest in Dublin, Ireland, where he placed 5th with the song ""L'Amore E' Un Attimo. "" That same year, he fathered a daughter, Cristiana, out of wedlock with Franca Sebastiani. He didn't have anything to do with the raising of his daughter, saying that he was too young and inexperienced for fatherhood, and that it would be damaging to his career. He was never linked with any other woman thereafter. He didn't have any contact with his daughter until they met when she was about 20-years-old. In 1972, he released the songs ""Ti Ruberei"", ""O Surdato 'nnamurato"", and ""Erba di Casa Mia""; in 1973, ""Amo Ancora Lei"". He returned to the Eurovision Song Contest that year, in Luxembourg, to represent Italy with ""Chi sarà con te"", where he placed 13th. In 1974, came the singles ""Te Voglio Bene Assaie"", ""Immagina"", and ""Per Una Donna"". During that year, he filmed Salvo D'Acquisto, where he portrayed a Carabinieri policeman who was executed by the Nazis during World War II.When his singing career started to decline in 1975, Massimo concentrated on his acting career, both in the cinema and, most importantly, as a stage actor: he collaborated with the directors Mauro Bolognini, Giuseppe Patroni Griffi, Giorgio de Lullo, Giorgio Strehler and Maurizio Scaparro, performing a wide range of material from modern plays and musicals, to Molière and Shakespeare.In 1988, he made a comeback with the song, ""Perdere L'Amore"", which won the Sanremo Festival, that year. In 1997, he made another comeback with ""Ti parlerò d'amore"". That same year, he did the Italian voice-over for Quasimodo in Disney's ""Hunchback of Notre Dame"", where he also sang Quasimodo's part as well.On 16 October 2002, Massimo Ranieri was nominated Goodwill Ambassador of the Food and Agriculture Organization of the United Nations (FAO). In 2004, he made his first French film, a trilogy series called Les Parisiens, where he played a street artist. In 2005, he returned on the stage with the show ""Accussì Grande"", after a long bout with illness, from which he fully recovered. At the start of 2007, he decided to publicly acknowledge his long-estranged daughter, and embraced her for the first time on live TV. It was a tearful reunion between father and daughter. During that year, he was in a docu-film called Civico 0, where he played Guilano, a fruit vendor, who becomes homeless after the death of his mother. In 2008, he starred in the film L'Ultimo Pulcinella. In 2009, he played the storyteller in the play, Polvere di Baghdad, directed by Maurizio Scaparro. In February 2007, he started a concert tour of Italy, titled ""Canto perché non so nuotare...da 40 anni"" which lasted for more than two years, with more than 500 shows, was made into a CD and a DVD, which went platinum.In 2010, Massimo was featured in Passione, a documentary about the history of music from Naples, Italy, directed by Italian-American actor, John Turturro. In November 2010, he took part in the miniseries remake of the classic play, Filumena Marturano, produced by Italian TV RAI Uno, with Mariangela Melato in the title role. Massimo portrayed Filumena's husband, Domenico Soriano.",Warner Music ,
123,496/MIL0882729,Vivaldi's Cello ,2010,30073,Antonio Vivaldi,,,,Sony Music Entertainment,
124,2059210/data_sounds_http___archive_org_download_emckeown2005_06_29_flac16_emckeown2005_06_29t14_mp3,Aspera,2007,263576,Erin McKeown,1977-10-15,,"Erin McKeown (pronounced ""mick-YONE"") is an American multi-instrumentalist and folk-rock singer/songwriter.McKeown began her career in the folk scene. She released her first album, Monday Morning Cold, on her own label (TVP Records), travelling throughout New England while still a student at Brown University in order to promote the record. Although she had begun studying ornithology, she graduated from Brown with a degree in ethnomusicology.McKeown's music is difficult to categorize in terms of genre; it has touched upon pop, swing, rock, folk, and electronic music, as well as many other genres. McKeown cites The Hitchhiker's Guide to the Galaxy as an influence on her music.The Philadelphia Weekly recently described McKeown's music, saying:More singer-songwriters should follow the lead of Erin McKeown, thekooky songbird who's proved both playful and daring throughout hercareer. With a lilting delivery and chameleonic instrumentation, sheeven slipped into French for ""Coucou,"" a gem off her unlikely standardsalbum Sing You Sinners. But with McKeown, is anything really unlikely?McKeown continues to perform regularly, spending much of her time touring throughout the world with artists such as Ani DiFranco, Josh Ritter, the Indigo Girls, Martin Sexton, Andrew Bird, Thea Gilmore, Melissa Ferrick, Allison Miller, and others. McKeown also took part in Queerstock, a music festival dedicated to promoting LGBT musicians.Early in her career, she also collaborated with Beth Amsel, Jess Klein, and Rose Polenzani; the four of them performed as Voices on the Verge.McKeown's 2005 album, We Will Become Like Birds (produced by Tucker Martine), served as a departure from her earlier work, with a more rock-oriented sound. At a September 1, 2008, concert at The Gravity Lounge in Charlottesville, Virginia, McKeown told the audience that she wrote this album ""in an attempt to write myself out of the worst heartache I'd experienced up to that point.""Her next studio release, Sing You Sinners, was released in Europe on the 23 October 2006 and in the United States on January 9, 2007 by Nettwerk Records LLC. It consists mostly of covers of jazz standards from the 1920s through 1950s.McKeown's record, Hundreds of Lions, was released under Righteous Babe Records on October 13, 2009. Additionally, a series of web concerts recorded in 2009 are available at McKeown's website. McKeown is also currently member of an unsigned band known as ""emma"", which she created with her friend Allison Miller. McKeown has plans to write a book of poetry.McKeown released ""Manifestra"" on January 15, 2013. Physical copies also came with a bonus album, ""Civics"", where Erin performed the entirety of ""Manifestra"" solo acoustic in a historic library.McKeown is noted for her energetic stage presence and her habit of wearing tailored suits, often with ties and Fluevog shoes, to performances.She grew up in Fredericksburg, Virginia, and now lives in Massachusetts.She occasionally performs big band music with the Beantown Swing Orchestra.McKeown was selected to be a 2011-2012 fellow at Harvard University's Berkman Center for Internet & Society. There, she will ""work to connect the worlds of policy, art, and technology while considering questions about how to make a creative life a viable vocation.""",,Britain
125,9200369/webclient_DeliveryManager_pid_7788538_custom_att_2_simple_viewer,Le nozze di Figaro,2009,72307,Wolfgang Amadeus Mozart,1756-01-27,1791-12-05,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791), baptised as Johannes Chrysostomus Wolfgangus Theophilus Mozart, was a prolific and influential composer of the Classical era.Mozart showed prodigious ability from his earliest childhood. Already competent on keyboard and violin, he composed from the age of five and performed before European royalty. At 17, he was engaged as a court musician in Salzburg, but grew restless and travelled in search of a better position, always composing abundantly. While visiting Vienna in 1781, he was dismissed from his Salzburg position. He chose to stay in the capital, where he achieved fame but little financial security. During his final years in Vienna, he composed many of his best-known symphonies, concertos, and operas, and portions of the Requiem, which was largely unfinished at the time of his death. The circumstances of his early death have been much mythologized. He was survived by his wife Constanze and two sons.He composed over 600 works, many acknowledged as pinnacles of symphonic, concertante, chamber, operatic, and choral music. He is among the most enduringly popular of classical composers, and his influence on subsequent Western art music is profound; Beethoven composed his own early works in the shadow of Mozart, and Joseph Haydn wrote that ""posterity will not see such a talent again in 100 years.""",Decca Classics,City of London
126,9200369/webclient_DeliveryManager_pid_8405921_custom_att_2_simple_viewer,Spanish songs ; Noches en los jardines de España ; Concerto for harpsichord and five instruments,2009,30000,Manuel:de Falla,,,,Emi Classics,City of London
127,9200369/webclient_DeliveryManager_pid_7644796_custom_att_2_simple_viewer,La Bohème,2009,145502,Giacomo Puccini,1858-12-22,1924-11-29,"Giacomo Puccini ( 22 December 1858 – 29 November 1924) was an Italian composer whose operas are among the important operas played as standards.Puccini has been called ""the greatest composer of Italian opera after Verdi"". While his early work was rooted in traditional late-19th-century romantic Italian opera, he successfully developed his work in the realistic verismo style, of which he became one of the leading exponents.",Emi Classics,City of London
128,446/MIL0876525,Angela & Roberto forever ,2007,30073,Giacomo Puccini,,,,Emi Classics,
129,2059210/data_sounds_http___archive_org_download_wz1995_07_29_aud_DSM_6p_arf_flac16_d01t05_mp3,A Certain Girl,2011,256052,Warren Zevon,1947-01-24,2003-09-07,"Warren William Zevon (/ˈziːvɒn/; January 24, 1947 – September 7, 2003) was an American rock singer-songwriter and musician. He was known for the dark and somewhat outlandish sense of humor in his lyrics.Zevon's work has often been praised by well-known musicians, including Jackson Browne, Bruce Springsteen, Bob Dylan, and Neil Young. His best-known compositions include ""Werewolves of London"", ""Lawyers, Guns and Money"", ""Roland the Headless Thompson Gunner"" and ""Johnny Strikes Up the Band"", all of which are featured on his third album, Excitable Boy (1978). Other well-known songs written by Zevon have been recorded by other artists, including ""Poor Poor Pitiful Me"" (a huge hit for Linda Ronstadt), ""Accidentally Like a Martyr"", ""Mohammed's Radio"", ""Carmelita"", and ""Hasten Down the Wind"".Along with his own compositions, Zevon recorded or performed occasional covers, including Allen Toussaint's ""A Certain Girl"", Bob Dylan's ""Knockin' on Heaven's Door"" and Leonard Cohen's ""First We Take Manhattan"". He was a frequent guest on Late Night with David Letterman and the Late Show with David Letterman. Letterman later performed guest vocals on ""Hit Somebody! (The Hockey Song)"" with Paul Shaffer and members of the CBS Orchestra on Warren Zevon's My Ride's Here album.",,
130,446/MIL0857693,Aida ,2010,30073,Giuseppe Verdi,1813-10-10,1901-01-27,"Giuseppe Fortunino Francesco Verdi (9 or 10 October 1813 – 27 January 1901) was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century. Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" (The Drinking Song) from La traviata, ""Va, pensiero"" (The Chorus of the Hebrew Slaves) from Nabucco, the ""Coro di zingari"" (Anvil Chorus) from Il trovatore and the ""Grand March"" from Aida.Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula (the Risorgimento).",Emi Classics,
131,9200369/webclient_DeliveryManager_pid_7877012_custom_att_2_simple_viewer,The well-tempered clavier [48 preludes and fugues BWV 846-893],2009,184947,Johann Sebastian Bach,,,,,
132,496/VIA0212858,Rigoletto ,2010,30073,Giuseppe Verdi,1813-10-10,1901-01-27,"Giuseppe Fortunino Francesco Verdi (9 or 10 October 1813 – 27 January 1901) was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century. Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" (The Drinking Song) from La traviata, ""Va, pensiero"" (The Chorus of the Hebrew Slaves) from Nabucco, the ""Coro di zingari"" (Anvil Chorus) from Il trovatore and the ""Grand March"" from Aida.Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula (the Risorgimento).",Emi Classics,
133,2059210/data_sounds_http___archive_org_download_glen2004_12_16_m300_flac16_glen2004_12_16t17_mp3,Walk On The Ocean,2005,224444,Glen Phillips,1970-12-29,,"Glen Phillips (born December 29, 1970) is a songwriter, lyricist, singer and guitarist. He is best known as the singer and songwriter of 1990s alternative rock group Toad the Wet Sprocket.",,
134,446/RAV1939685,Litfiba 3 / Litfiba,2010,30073,Litfiba,,,,Rhino,
135,2059210/data_sounds_http___archive_org_download_mnathanson2008_10_03_studioprojectsc4_mnathanson2008_10_03d2t02_mp3,To The Beat of Our Noisy Hearts,2008,207177,Matt Nathanson,1973-03-28,,"Matt Nathanson (born March 28, 1973) is an American singer-songwriter whose work is a blend of folk and rock music. In addition to singing, he plays acoustic (sometimes a 12-string) and electric guitar, and has played both solo and with a full band. His work includes the platinum-selling song ""Come On Get Higher"".",,
136,9200369/webclient_DeliveryManager_pid_7787586_custom_att_2_simple_viewer,Medea,2005,30000,Luigi Cherubini,1760-09-14,1842-03-15,Luigi Cherubini (8 or 14 September 1760 – 15 March 1842) was an Italian composer who spent most of his working life in France. His most significant compositions are operas and sacred music. Beethoven regarded Cherubini as the greatest of his contemporaries.,Membran,Hamburg
137,446/LO11367855,Il Nostro tempo ,2008,30073,La Scelta,,,,Steamroller,
138,9200369/webclient_DeliveryManager_pid_8412212_custom_att_2_simple_viewer,West side story,1991,30049,Leonard Bernstein,1918-08-25,1990-10-14,"Leonard Bernstein (August 25, 1918 – October 14, 1990) was an American composer, conductor, author, music lecturer, and pianist. He was among the first conductors born and educated in the United States of America to receive worldwide acclaim. According to Donal Henahan, he was ""one of the most prodigiously talented and successful musicians in American history.""His fame derived from his long tenure as the music director of the New York Philharmonic, from his conducting of concerts with most of the world's leading orchestras, and from his music for West Side Story, as well as Peter Pan, Candide, Wonderful Town, On the Town and his own Mass.Bernstein was also the first conductor to give numerous television lectures on classical music, starting in 1954 and continuing until his death. He was a skilled pianist, often conducting piano concertos from the keyboard.As a composer he wrote in many styles encompassing symphonic and orchestral music, ballet, film and theatre music, choral works, opera, chamber music and pieces for the piano. Many of his works are regularly performed around the world, although none has matched the tremendous popular and commercial success of West Side Story. He is widely considered to be one of the greatest conductors of the 20th century.",Deutsche Grammophon,Berlin
139,446/MIL0876504,Andrea Chénier,2010,30073,Umberto Giordano,1867-08-28,1948-11-12,"Umberto Menotti Maria Giordano (28 August 1867 – 12 November 1948) was an Italian composer, mainly of operas.He was born in Foggia in Puglia, southern Italy, and studied under Paolo Serrao at the Conservatoire of Naples. His first opera Marina, was written for the competition staged by the music publishers Casa Sonzogno for the best one-act opera, remembered today because it marked the beginning of Italian verismo; the winner was Mascagni's Cavalleria rusticana. Giordano, the youngest candidate, placed sixth among seventy-three with Marina, which generated enough interest for Sonzogno to commission an opera to be staged in the 1891–92 season.The result was Mala Vita, a gritty verismo opera concerning a labourer who vows to reform a prostitute if he is cured of his tuberculosis. This caused something of a scandal when performed at the Teatro Argentina, Rome, in February 1892. It played successfully at Vienna, Prague and Berlin, and was re-written as Il Voto a few years later in an attempt to raise interest in the work again.Giordano tried a more romantic approach with his next opera, Regina Diaz, to a libretto by Giovanni Targioni-Tozzetti and Guido Menasci (1894), but this was also a failure, taken off the stage after just two performances.Giordano then moved to Milan, and returned to verismo with his best-known work, Andrea Chénier (1896), based on the life of the French poet André Chénier. Fedora (1898), based on Victorien Sardou's play, featured a rising young tenor named Enrico Caruso; it was also a success, and is still performed today. His later works are much less known, but occasionally revived and in the case of La cena delle beffe (based on the play of the same title by Sem Benelli) recognised by musicologists and critics with some respect. He died in Milan at the age of 81.The most important theater in Foggia has been dedicated to Umberto Giordano. A square in Foggia is also dedicated to him, with many statues representing his most famous works.",Sugar,
140,496/MOD0747589,Abbi dubbi ,1989,30073,Edoardo Bennato,1949-06-23,,"Edoardo Bennato (born July 23, 1946, Naples, Campania, Italy) is an Italian singer-songwriter. He is the brother of the singer-songwriter Eugenio Bennato.",Universal Music,
141,9200369/webclient_DeliveryManager_pid_8411795_custom_att_2_simple_viewer,The complete orchestral suites,2004,30000,Johann Sebastian Bach,,,,Telarc,
142,496/MIL0868331,La vita e un'altra ,2002,30073,Eduardo DeCrescenzo,,,,Lucky planets,
143,2059210/data_sounds_http___archive_org_download_mj2007_02_23_shnf_mj_2007_02_23t06_mp3,If You Need A Reason,2010,272013,Mason Jennings,1975-03-19,,"Mason Jennings (born March 19, 1975 in Honolulu, Hawaii) is an American pop-folk singer-songwriter. He is well known for his simple yet catchy melodies, intimate lyrics, literary and historical themes, and distinctive voice. His music has appeared in the surf film Shelter and he has toured extensively.",,Russia
144,9200369/webclient_DeliveryManager_pid_8365823_custom_att_2_simple_viewer,Late violin concertos,2001,239621,Antonio Vivaldi,,,,Sony Music Entertainment,
145,2059210/data_sounds_http___archive_org_download_bc2012_09_13_aud_flac16_bc20120913t03_mp3,Jesus is the Sun,2012,196049,Billy Corgan,1967-03-17,,"William Patrick ""Billy"" Corgan Jr. (born March 17, 1967) is an American musician, producer, lyricist, writer, and poet, best known as the frontman and sole permanent member of The Smashing Pumpkins. Formed by Corgan and guitarist James Iha in Chicago, Illinois, in 1987, the band quickly gained steam with the addition of bassist D'arcy Wretzky and drummer Jimmy Chamberlin. The band's direction has largely been driven by Corgan through his confessional lyrics, grandiose production values, and virtuosic musical interplay, notably with Chamberlin. In three years, The Smashing Pumpkins had transformed themselves into a major label success. Strong album sales and large-scale tours propelled the band's increasing fame in the 1990s, while Chamberlin's drug problems escalated until he had to be fired. The Pumpkins continued as a three-piece until Chamberlin rejoined the band in 1999, then broke up in 2000. Corgan started a new band with Chamberlin right away, called Zwan, and after their demise, he released a solo album (TheFutureEmbrace) and a collection of poetry (Blinking with Fists) before setting his sights on reforming the Smashing Pumpkins. He has also assisted Breaking Benjamin in making their album We Are Not Alone.The new version of that band, consisting of Corgan, Chamberlin, and a revolving tour lineup, released an album in 2007 and followed it with extensive touring over the next year and a half. Chamberlin left the Smashing Pumpkins in March 2009, while Corgan has continued to record and tour with a new lineup.",,
146,2059210/data_sounds_http___archive_org_download_charlieparr2007_10_07_charlieparr2007_10_07mtx_d2t04_mp3,Ninteen Twenty Eight,2007,223713,Charlie Parr,,,"Charlie Parr is an American country blues musician, born in Austin, Minnesota, United States. He started his music career in Duluth, Minnesota. His influences include Charlie Patton, Bukka White, Reverend Gary Davis, Dave Van Ronk, and Mississippi John Hurt. He plays a National resonator guitar, a fretless open-back banjo, and a 12-string guitar often in the Piedmont blues style. He is married (to Emily Parr, who occasionally adds back vocals to Charlie's music) with two children.As of May 2008, the song ""1922"" has been featured in an Australian and New Zealand Vodafone television advertisement. As a consequence Parr's album, 1922, was re-released in Australia on the Level 2 record label in Melbourne. In 2009, Parr toured Australia with Paul Kelly.Several of Parr's songs were featured in the Australian drama film ""Red Hill"" released in 2010, including a full rendition of ""Just Like Today"" in the closing credits of the film. His music was also featured in the background of a commercial for Gerber Gear entitled ""Hello Trouble"". It features the song ""Ain't No Grave Gonna Hold My Body Down"".Parr played at the 2011 Pickathon Music Festival in Oregon, and the 2012 Willamina's Wildwood MusicFest & Campout.",,
147,496/UBO3623591,Rino Gaetano Live & rarities,2009,30073,Rino Gaetano,1950-10-29,1981-06-02,"Salvatore Antonio ""Rino"" Gaetano (Crotone,-October 29, 1950 - Rome-June 2, 1981), was an Italian musician and singer-songwriter. He is famous for his satirical songs and oblique yet incisive political commentary. He is remembered for his rough voice, the biting irony of his songs and social protest hidden behind seemingly light lyrics. While he avoided taking any sides politically and refused to be labelled, his songs are full of astute political commentary. A much-loved national hero, he died in mysterious circumstances in a tragic and untimely car accident at the age of thirty. His songs, however, are still widely sung and played, and he is still a hugely popular and influential figure.",Sony Music Entertainment,
